MCD7454679.1	MCE3051073.1	21.477	298	197	12	111	390	1	279	2.04e-04	44.3
MCD7454679.1	MCD7469744.1	40.351	57	34	0	111	167	1	57	2.61e-04	40.8
MCD7454679.1	MCD7469746.1	33.333	75	48	2	111	184	1	74	7.44e-04	42.7
MCD7454679.1	MCD9560515.1	39.062	64	37	2	107	169	45	107	0.001	42.0
MCD7454679.1	MCE3049933.1	36.735	49	27	1	105	149	20	68	0.002	40.0
MCD7454679.1	MCD7457716.1	26.042	192	117	8	111	299	72	241	0.002	40.8
MCD7454679.1	MCE3216284.1	44.737	38	21	0	112	149	1013	1050	0.013	38.5
MCD7454679.1	MCD7469207.1	42.105	38	21	1	113	149	9	46	0.065	36.2
MCD7454679.1	MCD7469207.1	18.939	132	104	2	448	577	323	453	1.8	31.6
MCD7454679.1	MCD9644041.1	32.759	58	38	1	112	169	99	155	0.084	35.8
MCD7454679.1	MCD7471522.1	38.889	36	22	0	112	147	6	41	0.24	34.3
MCD7454679.1	MCD7455049.1	27.500	80	57	1	110	189	15	93	0.32	33.9
MCD7454679.1	MCD7470141.1	39.474	38	23	0	110	147	6	43	0.34	33.9
MCD7454679.1	MCD7446787.1	36.207	58	31	4	317	368	436	493	0.36	33.9
MCD7454679.1	MCD7468723.1	48.276	29	15	0	112	140	229	257	0.60	33.1
MCD7454679.1	MCD7470142.1	39.474	38	23	0	110	147	6	43	0.68	31.6
MCD7454679.1	MCD9638443.1	42.222	45	23	1	113	154	87	131	0.68	33.1
MCD7454679.1	MCD7454522.1	41.026	39	23	0	109	147	19	57	0.75	32.7
MCD7454679.1	MCD7452457.1	41.667	48	28	0	112	159	11	58	0.76	32.7
MCD7454679.1	MCD7453663.1	40.000	35	21	0	113	147	6	40	1.1	32.0
MCD7454679.1	MCD7459040.1	45.000	40	21	1	113	151	87	126	1.7	31.6
MCD7454679.1	MCD9643089.1	26.923	78	49	2	290	360	279	355	3.1	30.8
MCD7454679.1	MCE2055731.1	36.957	46	26	1	112	154	6	51	3.5	30.4
MCD7454679.1	MCD7459117.1	25.263	95	66	3	112	201	7	101	3.7	30.4
MCD7454679.1	MCD7465591.1	44.118	34	19	0	112	145	66	99	4.8	30.0
MCD7454679.1	MCD7464269.1	36.538	52	29	2	104	151	76	127	5.0	30.0
MCD7454679.1	MCD9638156.1	30.882	68	37	3	88	147	1817	1882	5.5	30.0
MCD7454679.1	MCD7455102.1	36.111	36	23	0	113	148	11	46	6.1	29.6
MCD7454679.1	MCD7453368.1	44.118	34	19	0	113	146	107	140	8.4	29.3
MCD7454679.1	MCD7455404.1	32.692	52	30	1	532	578	666	717	9.4	29.3
MCD7454679.1	MCD7465850.1	37.500	40	24	1	113	151	88	127	9.6	28.9
EcCS_KC140149.1	MCD7453602.1	33.800	429	267	7	10	425	12	436	4.68e-70	228
EcCS_KC140149.1	MCD7449650.1	32.379	454	252	10	3	425	1	430	2.66e-68	223
EcCS_KC140149.1	MCD7449653.1	33.185	449	256	13	3	425	1	431	2.12e-67	221
EcCS_KC140149.1	MCD7455595.1	34.954	432	254	10	16	425	18	444	3.37e-67	221
EcCS_KC140149.1	MCD9643146.1	34.396	439	254	12	7	426	4	427	2.28e-66	218
EcCS_KC140149.1	MCE5166094.1	33.180	434	266	9	6	425	7	430	3.22e-66	218
EcCS_KC140149.1	MCD7449649.1	32.287	446	250	13	3	423	1	419	2.20e-65	215
EcCS_KC140149.1	MCD9639986.1	33.254	418	239	12	42	433	31	434	4.04e-64	212
EcCS_KC140149.1	MCD9637856.1	33.486	436	251	12	8	425	2	416	1.07e-62	208
EcCS_KC140149.1	MCD9637855.1	33.257	439	250	11	10	425	4	422	1.68e-61	205
EcCS_KC140149.1	MCD7463126.1	32.135	445	260	12	3	427	1	423	3.77e-61	204
EcCS_KC140149.1	MCD7447221.1	33.890	419	242	10	30	429	10	412	1.39e-60	202
EcCS_KC140149.1	MCD7449652.1	31.057	454	253	13	3	425	1	425	1.06e-59	207
EcCS_KC140149.1	MCD7449652.1	27.356	329	180	9	103	422	437	715	3.15e-24	105
EcCS_KC140149.1	MCD7464476.1	32.287	446	261	11	1	425	1	426	4.71e-59	199
EcCS_KC140149.1	MCD9642948.1	33.260	454	239	16	13	425	11	441	7.54e-58	196
EcCS_KC140149.1	MCE3049936.1	31.713	432	263	10	10	425	6	421	6.46e-57	193
EcCS_KC140149.1	MCD7465917.1	32.346	439	246	14	3	406	2	424	1.02e-55	190
EcCS_KC140149.1	MCD7459740.1	33.173	416	242	13	3	401	1	397	2.54e-54	193
EcCS_KC140149.1	MCD7459740.1	33.144	353	218	11	88	427	453	800	2.25e-46	171
EcCS_KC140149.1	MCD7449656.1	32.265	437	268	11	9	429	34	458	5.84e-54	186
EcCS_KC140149.1	MCD7460298.1	33.862	378	205	15	80	425	1	365	5.73e-53	184
EcCS_KC140149.1	MCD7452575.1	31.926	379	216	12	80	425	40	409	8.77e-52	179
EcCS_KC140149.1	MCD7445829.1	29.515	454	268	14	7	424	16	453	1.60e-51	179
EcCS_KC140149.1	MCD7454080.1	30.617	454	226	13	8	424	10	411	2.22e-51	178
EcCS_KC140149.1	MCD9642430.1	30.377	451	265	15	8	423	5	441	4.76e-51	178
EcCS_KC140149.1	MCD7463642.1	31.235	429	249	12	3	409	1	405	1.49e-50	176
EcCS_KC140149.1	MCD9640358.1	30.979	439	249	15	16	414	4	428	2.32e-49	174
EcCS_KC140149.1	MCD7458610.1	30.856	444	271	14	7	429	20	448	3.23e-49	173
EcCS_KC140149.1	MCD7447252.1	29.374	463	238	16	8	430	1	414	6.03e-49	172
EcCS_KC140149.1	MCD9642856.1	33.793	435	227	14	29	425	630	1041	8.60e-49	178
EcCS_KC140149.1	MCD7459361.1	29.663	445	279	13	7	429	16	448	5.16e-48	170
EcCS_KC140149.1	MCD7453603.1	31.988	347	203	9	103	425	2	339	2.28e-47	166
EcCS_KC140149.1	MCE5166246.1	33.233	331	199	8	3	328	1	314	3.47e-47	165
EcCS_KC140149.1	MCD7469690.1	31.358	405	222	15	59	426	26	411	6.17e-47	166
EcCS_KC140149.1	MCD7457965.1	30.310	419	237	15	16	406	2	393	7.52e-47	166
EcCS_KC140149.1	MCD9640351.1	32.391	389	217	15	59	417	28	400	1.79e-41	152
EcCS_KC140149.1	MCD9642429.1	25.490	459	289	13	4	423	3	447	1.96e-40	149
EcCS_KC140149.1	MCE5166754.1	26.338	467	275	15	1	423	1	442	5.79e-39	145
EcCS_KC140149.1	MCD7453604.1	32.278	316	177	8	139	425	27	334	2.06e-38	141
EcCS_KC140149.1	MCE0482257.1	26.650	409	247	12	2	375	4	394	5.38e-35	134
EcCS_KC140149.1	MCE2054949.1	28.889	360	209	13	96	425	6	348	3.63e-34	130
EcCS_KC140149.1	MCD7447794.1	31.611	329	201	11	3	322	1	314	6.51e-30	118
EcCS_KC140149.1	MCE3215150.1	25.000	456	269	20	7	416	2	430	2.00e-29	119
EcCS_KC140149.1	MCD7453605.1	30.837	227	132	5	219	427	57	276	4.00e-25	103
EcCS_KC140149.1	MCD7453605.1	33.333	51	30	2	103	150	2	51	5.6	29.3
EcCS_KC140149.1	MCD9641502.1	25.971	412	234	16	15	374	10	402	1.06e-21	97.1
EcCS_KC140149.1	MCD9637969.1	26.196	397	223	17	72	415	70	449	1.53e-20	93.6
EcCS_KC140149.1	MCD7447992.1	41.667	108	58	1	3	110	1	103	2.19e-20	91.3
EcCS_KC140149.1	MCD7447992.1	24.051	158	92	7	219	376	119	248	3.8	29.6
EcCS_KC140149.1	MCD9645304.1	35.294	136	77	2	301	426	1	135	3.15e-20	86.7
EcCS_KC140149.1	MCD7446735.1	25.333	375	245	11	73	420	67	433	3.54e-20	92.4
EcCS_KC140149.1	MCD9639719.1	25.135	370	225	15	86	416	1	357	1.71e-19	89.4
EcCS_KC140149.1	MCD9560007.1	25.341	367	215	14	45	377	51	392	5.76e-19	89.0
EcCS_KC140149.1	MCD9640863.1	24.171	422	244	16	45	416	47	442	1.44e-18	87.4
EcCS_KC140149.1	MCD9639022.1	25.984	381	223	16	70	416	52	407	2.45e-18	86.7
EcCS_KC140149.1	MCD9642427.1	23.724	333	215	12	45	347	3	326	2.64e-18	86.7
EcCS_KC140149.1	MCD7473286.1	25.952	420	243	15	46	414	40	442	6.33e-18	85.5
EcCS_KC140149.1	MCD7471249.1	23.340	467	294	18	3	424	1	448	1.08e-17	84.7
EcCS_KC140149.1	MCD9559420.1	26.355	406	237	17	48	416	2	382	1.29e-17	84.3
EcCS_KC140149.1	MCD7473536.1	24.352	386	233	15	72	415	60	428	2.15e-17	84.0
EcCS_KC140149.1	MCE3215270.1	24.115	452	282	16	2	415	3	431	3.51e-17	83.2
EcCS_KC140149.1	MCD9559061.1	39.496	119	62	3	7	125	2	110	3.64e-17	82.4
EcCS_KC140149.1	MCD9559061.1	38.235	68	36	2	358	423	268	331	1.89e-04	43.5
EcCS_KC140149.1	MCD9642431.1	24.920	313	188	10	145	423	3	302	8.18e-17	80.9
EcCS_KC140149.1	MCD9558972.1	33.880	183	104	6	143	312	56	234	9.91e-17	79.3
EcCS_KC140149.1	MCD7468231.1	23.881	402	227	18	69	416	53	429	3.46e-16	80.1
EcCS_KC140149.1	MCD7453622.1	25.253	396	233	18	71	414	149	533	9.09e-16	79.3
EcCS_KC140149.1	MCD7461398.1	43.617	94	51	2	67	159	12	104	9.14e-16	72.8
EcCS_KC140149.1	MCD9640371.1	26.027	292	153	11	158	425	1	253	1.15e-15	76.6
EcCS_KC140149.1	MCE3215269.1	22.564	390	258	10	16	377	20	393	2.23e-15	77.8
EcCS_KC140149.1	MCD7447537.1	34.058	138	79	4	31	167	1	127	1.48e-14	72.0
EcCS_KC140149.1	MCD7447537.1	31.746	63	37	1	374	430	127	189	6.69e-04	40.8
EcCS_KC140149.1	MCD7464180.1	23.704	405	231	16	69	416	55	438	4.58e-14	73.9
EcCS_KC140149.1	MCE2055157.1	25.183	409	216	17	71	414	59	442	4.82e-14	73.6
EcCS_KC140149.1	MCD7451149.1	25.000	340	208	14	72	375	74	402	6.85e-14	73.2
EcCS_KC140149.1	MCD7447993.1	36.538	104	45	2	322	425	145	227	1.16e-13	70.5
EcCS_KC140149.1	MCD7447993.1	29.714	175	106	5	16	185	2	164	8.28e-12	65.1
EcCS_KC140149.1	MCD7446041.1	24.337	415	246	18	70	425	60	465	2.88e-13	71.2
EcCS_KC140149.1	MCD9559070.1	31.655	139	92	2	128	263	37	175	1.45e-12	67.0
EcCS_KC140149.1	MCD9559070.1	38.571	70	42	1	360	429	173	241	8.00e-09	56.2
EcCS_KC140149.1	MCE5166532.1	24.450	409	219	19	71	414	23	406	3.21e-12	68.2
EcCS_KC140149.1	MCD7447995.1	28.079	203	104	9	219	418	379	542	1.31e-11	66.6
EcCS_KC140149.1	MCD7447995.1	30.457	197	98	8	45	238	9	169	2.31e-09	59.7
EcCS_KC140149.1	MCD7447995.1	58.537	41	16	1	363	403	192	231	7.64e-08	54.7
EcCS_KC140149.1	MCD7453320.1	30.935	139	81	4	72	204	66	195	1.46e-11	65.5
EcCS_KC140149.1	MCD7447793.1	38.028	71	44	0	355	425	15	85	1.68e-11	60.5
EcCS_KC140149.1	MCE3052065.1	23.184	358	187	14	72	370	56	384	3.48e-11	64.7
EcCS_KC140149.1	MCD7470279.1	25.954	262	156	9	72	305	64	315	4.85e-11	64.3
EcCS_KC140149.1	MCD7462434.1	23.599	339	219	13	72	378	66	396	2.02e-10	62.4
EcCS_KC140149.1	MCD7457727.1	25.000	204	125	8	62	239	45	246	2.27e-10	62.4
EcCS_KC140149.1	MCD7448230.1	24.490	343	207	15	72	375	66	395	3.33e-10	61.6
EcCS_KC140149.1	MCE3052077.1	34.615	78	49	1	352	429	53	128	5.61e-10	57.0
EcCS_KC140149.1	MCE3049397.1	34.211	76	49	1	355	430	69	143	7.41e-10	57.0
EcCS_KC140149.1	MCD9560968.1	23.023	430	242	17	50	424	52	447	1.34e-09	59.7
EcCS_KC140149.1	MCD9640602.1	23.580	352	211	14	72	380	67	403	4.34e-09	58.2
EcCS_KC140149.1	MCD7461399.1	36.620	71	44	1	355	425	53	122	4.88e-09	54.7
EcCS_KC140149.1	MCD7447994.1	49.057	53	26	1	370	422	207	258	9.03e-09	57.4
EcCS_KC140149.1	MCD7447994.1	37.500	40	25	0	149	188	54	93	0.006	38.9
EcCS_KC140149.1	MCD7461392.1	33.721	86	54	2	345	429	45	128	1.26e-08	53.1
EcCS_KC140149.1	MCD7467430.1	40.260	77	35	2	45	118	48	116	2.85e-08	52.8
EcCS_KC140149.1	MCD9642428.1	36.047	86	48	3	86	166	6	89	5.97e-08	53.1
EcCS_KC140149.1	MCD7470204.1	25.625	160	99	7	46	196	57	205	7.88e-08	54.3
EcCS_KC140149.1	MCD9558560.1	24.919	309	207	11	82	375	74	372	1.93e-07	53.1
EcCS_KC140149.1	MCD7450109.1	21.184	321	210	9	10	303	5	309	2.93e-07	52.4
EcCS_KC140149.1	MCD9639605.1	23.171	410	244	19	19	375	21	412	6.50e-07	51.6
EcCS_KC140149.1	MCD7452870.1	20.741	405	249	17	82	426	70	462	2.27e-06	49.7
EcCS_KC140149.1	MCD7467267.1	30.233	129	76	4	70	188	63	187	7.65e-06	48.1
EcCS_KC140149.1	MCD7449648.1	25.000	196	118	7	148	340	5	174	9.38e-06	46.2
EcCS_KC140149.1	MCD7451015.1	35.714	56	36	0	145	200	5	60	3.67e-05	43.9
EcCS_KC140149.1	MCD9559060.1	26.619	139	91	5	93	224	12	146	2.91e-04	42.0
EcCS_KC140149.1	MCD7469057.1	25.170	147	97	3	72	205	80	226	3.60e-04	42.7
EcCS_KC140149.1	MCD9559059.1	34.247	73	39	2	355	423	146	213	7.59e-04	40.8
EcCS_KC140149.1	MCD9559058.1	37.838	37	23	0	76	112	2	38	7.71e-04	39.3
EcCS_KC140149.1	MCD7464165.1	30.667	75	51	1	97	171	8	81	0.002	37.0
EcCS_KC140149.1	MCD9638600.1	24.390	164	103	5	267	416	17	173	0.003	38.9
EcCS_KC140149.1	MCD7466900.1	20.979	143	103	3	46	184	53	189	0.004	39.3
EcCS_KC140149.1	MCD7456301.1	35.714	42	27	0	147	188	71	112	0.016	36.6
EcCS_KC140149.1	MCD9640356.1	32.609	46	31	0	5	50	2	47	0.19	33.5
EcCS_KC140149.1	MCD7452871.1	21.390	187	112	8	264	425	131	307	0.39	32.7
EcCS_KC140149.1	MCD7469992.1	24.590	122	83	2	72	184	5	126	0.42	31.6
EcCS_KC140149.1	MCD7459994.1	35.849	53	32	2	114	165	20	71	1.3	29.6
EcCS_KC140149.1	MCE0482507.1	23.009	113	84	1	42	154	40	149	1.5	31.2
EcCS_KC140149.1	MCE5166368.1	32.692	52	33	1	381	432	80	129	2.3	30.4
EcCS_KC140149.1	MCD7467802.1	26.786	56	41	0	36	91	273	328	2.4	30.8
EcCS_KC140149.1	MCD7454775.1	21.642	134	74	5	264	375	21	145	3.0	30.0
EcCS_KC140149.1	MCD7449394.1	24.510	102	64	2	17	105	514	615	3.8	30.0
EcCS_KC140149.1	MCD7464276.1	29.268	41	28	1	70	109	298	338	5.5	29.3
EcCS_KC140149.1	MCD9646628.1	39.286	28	17	0	18	45	32	59	6.6	26.9
EcCS_KC140149.1	MCD7454366.1	29.412	85	51	3	42	117	24	108	8.5	28.1
EcCS_KC140149.1	MCE2055547.1	19.760	167	119	4	219	377	4	163	8.8	28.5
EcCS_KC140149.1	MCD9642394.1	23.810	105	69	4	282	385	93	187	9.4	28.1
CrMAT_AF253415	MCD7463126.1	35.938	448	235	15	11	441	8	420	3.11e-76	244
CrMAT_AF253415	MCE5166094.1	35.147	441	252	11	13	442	13	430	6.54e-75	241
CrMAT_AF253415	MCE3049936.1	35.477	451	247	14	6	442	1	421	2.69e-70	228
CrMAT_AF253415	MCD7453602.1	33.925	451	247	13	14	442	15	436	1.34e-69	227
CrMAT_AF253415	MCD7455595.1	34.831	445	259	13	14	442	15	444	2.77e-68	224
CrMAT_AF253415	MCD7463642.1	35.402	435	255	12	11	440	8	421	3.13e-66	218
CrMAT_AF253415	MCD7459740.1	35.392	421	232	14	11	420	8	399	4.91e-66	226
CrMAT_AF253415	MCD7459740.1	32.888	374	209	14	81	441	453	797	4.99e-52	187
CrMAT_AF253415	MCD9642948.1	34.273	461	259	19	6	442	1	441	1.09e-63	212
CrMAT_AF253415	MCD7449656.1	33.333	447	252	14	12	441	36	453	2.09e-63	211
CrMAT_AF253415	MCD9643146.1	33.111	450	263	16	7	443	3	427	6.76e-62	206
CrMAT_AF253415	MCD7464476.1	30.926	443	267	9	12	442	11	426	5.72e-60	201
CrMAT_AF253415	MCD7458610.1	31.195	452	275	15	5	443	17	445	2.11e-58	198
CrMAT_AF253415	MCD9639986.1	32.930	413	237	14	48	442	36	426	2.21e-58	197
CrMAT_AF253415	MCD7459361.1	32.000	450	276	13	5	442	13	444	9.52e-58	196
CrMAT_AF253415	MCD9637856.1	34.368	451	237	19	12	442	5	416	1.13e-57	195
CrMAT_AF253415	MCD7447221.1	32.536	418	233	13	45	442	20	408	2.35e-55	189
CrMAT_AF253415	MCD7457965.1	33.333	426	235	15	16	424	1	394	2.70e-55	189
CrMAT_AF253415	MCD9637855.1	33.484	442	259	15	12	442	5	422	1.72e-54	187
CrMAT_AF253415	MCD7454080.1	35.714	322	166	10	14	299	15	331	4.38e-53	183
CrMAT_AF253415	MCD7454080.1	40.845	71	40	1	371	441	343	411	8.37e-08	54.3
CrMAT_AF253415	MCD7449653.1	30.580	448	279	17	7	442	4	431	3.07e-52	181
CrMAT_AF253415	MCE5166246.1	36.202	337	177	11	11	332	8	321	1.17e-51	177
CrMAT_AF253415	MCD7449650.1	31.390	446	263	17	14	442	11	430	2.63e-50	176
CrMAT_AF253415	MCD7453603.1	32.778	360	208	12	95	442	2	339	2.93e-50	173
CrMAT_AF253415	MCD7449652.1	29.565	460	268	18	4	442	1	425	2.79e-49	178
CrMAT_AF253415	MCD7449652.1	25.926	351	182	11	95	439	437	715	2.77e-22	99.8
CrMAT_AF253415	MCD7452575.1	29.596	446	254	14	11	442	10	409	3.03e-49	173
CrMAT_AF253415	MCD7449649.1	29.956	454	260	21	7	440	4	419	7.48e-48	169
CrMAT_AF253415	MCD7447252.1	31.020	461	241	18	7	442	1	409	4.62e-47	167
CrMAT_AF253415	MCD7453604.1	33.333	315	185	8	138	442	35	334	5.42e-47	164
CrMAT_AF253415	MCD7465917.1	30.425	447	254	17	8	424	6	425	1.33e-46	166
CrMAT_AF253415	MCD9642856.1	32.474	388	219	13	74	442	678	1041	6.87e-44	164
CrMAT_AF253415	MCD7460298.1	29.124	388	234	14	73	442	1	365	9.36e-40	149
CrMAT_AF253415	MCD7469690.1	29.648	398	236	16	65	443	39	411	1.22e-39	147
CrMAT_AF253415	MCD9642430.1	30.788	406	240	16	10	390	6	395	1.95e-39	147
CrMAT_AF253415	MCD7445829.1	28.632	475	263	21	7	441	15	453	1.81e-38	144
CrMAT_AF253415	MCE5166754.1	27.133	457	288	15	7	440	8	442	4.90e-38	143
CrMAT_AF253415	MCE0482257.1	29.274	427	249	15	7	405	8	409	9.47e-37	139
CrMAT_AF253415	MCD9640358.1	27.840	449	253	16	16	424	3	420	1.20e-36	139
CrMAT_AF253415	MCD9640351.1	28.929	439	243	17	41	442	4	410	3.32e-30	120
CrMAT_AF253415	MCD9642429.1	27.098	417	254	15	5	390	3	400	5.82e-29	118
CrMAT_AF253415	MCD7447794.1	29.766	299	180	9	12	294	9	293	1.00e-27	112
CrMAT_AF253415	MCE2054949.1	27.660	376	227	15	84	442	1	348	1.45e-27	112
CrMAT_AF253415	MCD7453605.1	33.333	234	137	9	213	443	58	275	5.50e-25	103
CrMAT_AF253415	MCD7453605.1	38.710	31	19	0	95	125	2	32	9.7	28.5
CrMAT_AF253415	MCD9640371.1	29.904	311	143	14	149	442	1	253	1.13e-21	94.0
CrMAT_AF253415	MCE3215150.1	24.017	458	289	19	7	433	1	430	4.03e-21	95.1
CrMAT_AF253415	MCD9645304.1	35.526	152	81	5	292	443	1	135	1.94e-18	81.6
CrMAT_AF253415	MCD7464180.1	25.370	473	266	20	7	432	5	437	5.49e-18	85.9
CrMAT_AF253415	MCD7446735.1	23.741	417	230	14	15	391	20	388	7.81e-18	85.1
CrMAT_AF253415	MCD7461398.1	41.667	96	48	3	61	151	13	105	1.28e-17	78.2
CrMAT_AF253415	MCE3052065.1	26.492	419	225	20	13	387	7	386	1.40e-17	84.0
CrMAT_AF253415	MCD9639719.1	24.011	379	240	15	79	432	1	356	4.52e-17	82.4
CrMAT_AF253415	MCD7473536.1	24.612	451	266	19	16	432	18	428	6.94e-17	82.4
CrMAT_AF253415	MCD7468231.1	24.565	460	269	20	13	432	7	428	3.14e-16	80.5
CrMAT_AF253415	MCD9559061.1	29.012	324	153	16	7	313	1	264	4.66e-16	79.0
CrMAT_AF253415	MCD9559061.1	40.476	42	25	0	349	390	244	285	0.012	37.7
CrMAT_AF253415	MCD9641502.1	24.070	457	287	18	16	433	10	445	5.99e-16	79.7
CrMAT_AF253415	MCD9642431.1	25.559	313	194	14	137	432	4	294	8.10e-15	74.7
CrMAT_AF253415	MCD7470279.1	23.333	420	254	17	9	391	7	395	3.24e-14	74.3
CrMAT_AF253415	MCE3049397.1	37.209	129	70	5	319	442	16	138	1.07e-13	68.2
CrMAT_AF253415	MCD9640863.1	27.437	277	159	11	16	257	18	287	1.20e-13	72.4
CrMAT_AF253415	MCD7447992.1	36.538	104	62	2	7	106	4	107	1.52e-13	71.2
CrMAT_AF253415	MCD7447793.1	44.444	81	43	1	362	442	7	85	1.56e-13	66.2
CrMAT_AF253415	MCE3215269.1	24.910	277	177	8	3	257	11	278	1.92e-13	72.0
CrMAT_AF253415	MCD9560007.1	22.750	400	257	15	16	392	22	392	1.70e-12	68.9
CrMAT_AF253415	MCD9558972.1	29.586	169	101	5	146	301	72	235	5.62e-12	65.5
CrMAT_AF253415	MCE3215270.1	26.374	273	157	13	16	257	18	277	1.32e-11	66.2
CrMAT_AF253415	MCD9639022.1	23.041	434	280	19	16	432	10	406	2.18e-11	65.5
CrMAT_AF253415	MCD9637969.1	22.678	463	279	19	15	433	23	450	3.15e-11	65.1
CrMAT_AF253415	MCD7447993.1	26.590	173	122	3	16	184	1	172	4.78e-11	62.8
CrMAT_AF253415	MCD7447993.1	44.262	61	31	2	382	442	170	227	5.95e-06	47.4
CrMAT_AF253415	MCD9559070.1	33.077	130	64	8	137	252	55	175	1.88e-10	60.8
CrMAT_AF253415	MCD9559070.1	37.500	72	42	1	370	441	168	236	1.39e-06	49.3
CrMAT_AF253415	MCD9559420.1	26.222	225	119	10	65	257	18	227	3.45e-10	61.6
